Season,Team1ID,Team2ID,Team1Name,Team2Name,Team1_WinPct,Team1_AvgPointsFor,Team1_AvgPointsAgainst,Team1_PointDiff,Team1_NumGames,Team1_Seed,Team2_WinPct,Team2_AvgPointsFor,Team2_AvgPointsAgainst,Team2_PointDiff,Team2_NumGames,Team2_Seed,H2H_Team1Wins,H2H_Team2Wins,Diff_WinPct,Diff_PointDiff,Diff_Seed,SameConference,Result,Team1_Massey_POM,Team2_Massey_POM,Diff_Massey_POM,Team1_Massey_SAG,Team2_Massey_SAG,Diff_Massey_SAG,Team1_Massey_MOR,Team2_Massey_MOR,Diff_Massey_MOR,Team1_Massey_WLK,Team2_Massey_WLK,Diff_Massey_WLK
2003,1421,1411,UNC Asheville,TX Southern,0.4482758620689655,71.20689655172414,78.44827586206897,-7.241379310344826,29,16.0,0.6,72.8,70.83333333333333,1.9666666666666686,30,16.0,0,0,-0.15172413793103445,-9.208045977011494,0.0,0,1,273.0,268.0,-5.0,251.0,257.0,6.0,277.0,293.0,16.0,237.0,240.0,3.0
2003,1112,1436,Arizona,Vermont,0.8928571428571429,85.21428571428571,70.25,14.964285714285708,28,1.0,0.6551724137931034,67.79310344827586,63.13793103448276,4.655172413793096,29,16.0,0,0,0.23768472906403948,10.309113300492612,15.0,0,1,3.0,144.0,141.0,2.0,158.0,156.0,4.0,187.0,183.0,2.0,153.0,151.0
2003,1113,1272,Arizona St,Memphis,0.6206896551724138,75.96551724137932,69.17241379310344,6.793103448275872,29,10.0,0.7931034482758621,74.51724137931035,65.82758620689656,8.689655172413794,29,7.0,0,0,-0.1724137931034483,-1.8965517241379217,-3.0,0,1,32.0,20.0,-12.0,32.0,24.0,-8.0,22.0,23.0,1.0,34.0,21.0,-13.0
2003,1141,1166,C Michigan,Creighton,0.7931034482758621,79.34482758620689,73.24137931034483,6.103448275862064,29,11.0,0.8787878787878788,79.24242424242425,64.33333333333333,14.90909090909092,33,6.0,0,0,-0.08568443051201668,-8.805642633228857,-5.0,0,1,50.0,27.0,-23.0,48.0,18.0,-30.0,50.0,33.0,-17.0,32.0,19.0,-13.0
2003,1143,1301,California,NC State,0.7241379310344828,74.48275862068965,69.75862068965517,4.724137931034477,29,8.0,0.6,72.4,68.0,4.400000000000006,30,9.0,0,0,0.12413793103448278,0.3241379310344712,1.0,0,1,40.0,48.0,8.0,40.0,46.0,6.0,43.0,31.0,-12.0,33.0,51.0,18.0
2003,1163,1140,Connecticut,BYU,0.7,80.03333333333333,71.4,8.633333333333326,30,5.0,0.7419354838709677,72.45161290322581,63.67741935483871,8.774193548387096,31,12.0,0,0,-0.041935483870967794,-0.14086021505377033,7.0,0,1,23.0,26.0,3.0,23.0,28.0,5.0,17.0,42.0,25.0,26.0,25.0,-1.0
2003,1181,1161,Duke,Colorado St,0.8,81.96666666666667,70.4,11.566666666666663,30,3.0,0.5666666666666667,74.0,72.66666666666667,1.3333333333333286,30,14.0,0,0,0.2333333333333334,10.233333333333334,11.0,0,1,8.0,87.0,79.0,10.0,89.0,79.0,10.0,85.0,75.0,5.0,92.0,87.0
2003,1211,1153,Gonzaga,Cincinnati,0.7419354838709677,77.06451612903226,68.19354838709677,8.870967741935488,31,9.0,0.6071428571428571,67.32142857142857,61.5,5.821428571428569,28,8.0,0,0,0.13479262672811065,3.049539170506918,-1.0,0,1,41.0,35.0,-6.0,39.0,42.0,3.0,54.0,39.0,-15.0,38.0,45.0,7.0
2003,1228,1443,Illinois,WKU,0.8,75.43333333333334,61.4,14.033333333333339,30,4.0,0.7419354838709677,73.09677419354838,66.41935483870968,6.677419354838705,31,13.0,0,0,0.058064516129032295,7.355913978494634,9.0,0,1,5.0,52.0,47.0,11.0,60.0,49.0,5.0,59.0,54.0,10.0,53.0,43.0
2003,1242,1429,Kansas,Utah St,0.7666666666666667,81.33333333333333,66.36666666666666,14.966666666666669,30,2.0,0.7333333333333333,65.96666666666667,60.1,5.866666666666667,30,15.0,0,0,0.03333333333333344,9.100000000000001,13.0,0,1,4.0,109.0,105.0,4.0,101.0,97.0,2.0,128.0,126.0,4.0,89.0,85.0
2003,1266,1221,Marquette,Holy Cross,0.8214285714285714,78.39285714285714,67.67857142857143,10.714285714285708,28,3.0,0.8620689655172413,69.34482758620689,58.206896551724135,11.137931034482754,29,14.0,0,0,-0.04064039408866993,-0.42364532019704626,11.0,0,1,13.0,80.0,67.0,14.0,68.0,54.0,18.0,105.0,87.0,13.0,59.0,46.0
2003,1281,1356,Missouri,S Illinois,0.6774193548387096,71.7741935483871,66.48387096774194,5.290322580645167,31,6.0,0.8,74.53333333333333,68.1,6.433333333333337,30,11.0,0,0,-0.12258064516129041,-1.1430107526881699,5.0,0,1,24.0,57.0,33.0,22.0,50.0,28.0,24.0,72.0,48.0,24.0,44.0,20.0
2003,1323,1454,Notre Dame,WI Milwaukee,0.7096774193548387,80.09677419354838,71.19354838709677,8.903225806451616,31,5.0,0.7666666666666667,77.1,69.93333333333334,7.166666666666657,30,12.0,0,0,-0.05698924731182797,1.7365591397849585,7.0,0,1,22.0,56.0,34.0,17.0,44.0,27.0,36.0,52.0,16.0,20.0,50.0,30.0
2003,1328,1354,Oklahoma,S Carolina St,0.8,71.16666666666667,60.166666666666664,11.000000000000007,30,1.0,0.6666666666666666,72.8,71.26666666666667,1.5333333333333314,30,16.0,0,0,0.13333333333333341,9.466666666666676,15.0,0,1,9.0,230.0,221.0,8.0,231.0,223.0,6.0,238.0,232.0,8.0,205.0,197.0
2003,1390,1360,Stanford,San Diego,0.7419354838709677,72.25806451612904,66.96774193548387,5.290322580645167,31,4.0,0.6071428571428571,74.67857142857143,71.57142857142857,3.107142857142861,28,13.0,0,0,0.13479262672811065,2.183179723502306,9.0,0,1,30.0,82.0,52.0,29.0,87.0,58.0,25.0,77.0,52.0,28.0,80.0,52.0
2003,1409,1173,Tulsa,Dayton,0.7096774193548387,73.51612903225806,65.25806451612904,8.258064516129025,31,13.0,0.8275862068965517,72.79310344827586,66.3103448275862,6.482758620689651,29,4.0,0,0,-0.11790878754171297,1.7753058954393737,-9.0,0,1,53.0,31.0,-22.0,58.0,26.0,-32.0,35.0,32.0,-3.0,55.0,22.0,-33.0
2003,1458,1451,Wisconsin,Weber St,0.7586206896551724,70.72413793103448,58.689655172413794,12.034482758620683,29,5.0,0.8620689655172413,74.20689655172414,67.17241379310344,7.0344827586206975,29,12.0,0,0,-0.10344827586206895,4.999999999999986,7.0,0,1,16.0,60.0,44.0,19.0,59.0,40.0,15.0,100.0,85.0,18.0,67.0,49.0
